57,6059,85,2944,7,65.49,6.23,59.26,8
58,9456,13,1183,11,71.9,29.91,41.99,2
59,855,72,4097,13,35.08,6.09,28.99,2
60,9399,56,4036,3,88.68,47.52,41.16,10
61,3561,72,4732,2,19.36,12.68,6.68,14
62,5837,34,4127,3,26.09,24.69,1.4,10
63,4707,70,473,9,79.65,0.27,79.38,5
64,8046,59,3204,15,79.98,3.07,76.91,2
65,3868,97,2016,1,64.17,27.43,36.74,3
66,7879,65,1940,4,49.38,32.48,16.9,1
67,1810,65,290,15,60.04,26.84,33.2,11
68,5046,4,975,7,44.05,11.71,32.34,11
69,6994,100,4453,12,94.45,2.31,92.14,2
70,2632,18,1164,11,27.34,10.09,17.25,13
71,1014,39,4407,5,162.0,30.69,131.31,12
72,7489,36,1592,2,197.0,26.35,170.65,6
73,432,55,4694,15,72.43,20.04,52.39,3
74,9641,90,3970,13,49.65,18.8,30.85,5
75,1906,52,2326,13,41.3,33.22,8.08,13
76,9537,33,3739,6,56.64,21.5,35.14,3
77,9634,5,2764,2,30.17,11.83,18.34,8
78,13,25,1624,12,96.37,45.15,51.22,4
79,2722,22,4324,7,28.67,13.58,15.09,7
80,197,8,1760,7,41.23,6.85,34.38,7
81,624,42,3864,7,323.0,32.98,290.02,2
82,5724,72,4813,1,44.91,17.4,27.51,6
83,4723,81,3851,9,92.83,43.33,49.5,12
84,8958,22,2046,13,322.0,1.23,320.77,5
85,1021,31,986,12,31.56,29.14,2.42,1
86,3704,9,176,10,82.63,0.4,82.23,14
87,8931,29,2652,13,36.74,27.45,9.29,8
88,6221,53,1249,14,64.66,49.61,15.05,10
89,4281,100,3024,2,219.0,24.72,194.28,6
90,367,88,1832,7,84.23,32.87,51.36,10
91,1682,55,2137,12,23.64,8.18,15.46,6
92,3757,38,3472,13,93.3,11.06,82.24,1
93,2725,93,578,12,90.92,42.08,48.84,13
94,6558,22,4311,6,78.88,3.69,75.19,9
95,9032,60,4387,8,94.73,38.59,56.14,14
96,8744,19,2823,1,25.51,11.2,14.31,7
97,70,30,3834,1,85.4,6.65,78.75,13
98,5773,54,3363,1,28.34,10.12,18.22,1
99,5920,25,569,8,58.78,1.78,57.0,6
100,984,36,2869,11,52.49,28.38,24.11,11
101,2722,4,969,2,67.13,14.27,52.86,1
102,3645,28,2248,4,91.48,5.28,86.2,7
103,9601,88,3466,7,89.61,28.61,61.0,8
104,1149,66,1122,4,32.11,4.6,27.51,8
105,3207,69,1572,13,88.21,12.01,76.2,4
106,5370,59,932,10,48.22,39.38,8.84,6
107,605,90,4553,5,23.6,11.24,12.36,6
108,5093,23,1561,4,73.23,47.07,26.16,2
109,3739,54,300,1,68.25,17.03,51.22,3
110,4349,31,79,4,140.0,28.6,111.4,12
111,3873,11,1503,3,438.0,12.1,425.9,5
112,3820,82,4494,9,87.43,10.81,76.62,12
113,9645,92,2548,7,71.13,1.4,69.73,1
114,9890,92,671,14,79.82,48.03,31.79,12
115,3917,55,982,1,93.26,44.98,48.28,9
116,3952,55,1867,4,71.7,25.59,46.11,10
117,442,17,3301,6,23.89,19.64,4.25,7
118,115,66,3254,13,18.95,17.78,1.17,9
119,6813,83,4633,4,66.28,33.18,33.1,14
120,5841,95,692,15,43.53,19.48,24.05,8
121,7740,10,2925,3,28.72,20.09,8.63,6
122,719,97,3488,10,41.3,4.69,36.61,14
123,2325,1,4409,13,69.05,8.56,60.49,4
124,9139,81,4461,14,59.63,17.44,42.19,5
125,4508,71,4022,11,22.73,16.89,5.84,5
126,7098,9,4348,6,76.09,24.68,51.41,3
127,8811,84,3617,14,87.81,39.3,48.51,13
128,6625,65,2812,5,475.0,21.54,453.46,14
129,9431,91,4002,15,54.23,39.46,14.77,3
130,6401,70,541,4,33.44,15.45,17.99,5
131,5982,89,4538,2,92.09,43.57,48.52,1
132,944,54,3584,12,96.85,23.99,72.86,13
133,1550,86,3067,10,75.98,44.9,31.08,7
134,2377,78,1717,9,265.0,13.21,251.79,3
135,5956,59,3842,1,59.45,41.58,17.87,6
136,604,76,3397,1,311.0,35.26,275.74,7
137,838,12,744,7,55.78,46.85,8.93,13
138,3733,68,3486,10,94.91,31.91,63.0,6
139,6064,54,3095,7,40.63,40.24,0.39,2
140,7443,72,4625,15,96.18,44.02,52.16,2
141,9328,7,3916,5,83.56,19.95,63.61,8
142,3058,2,1230,14,55.29,18.06,37.23,1
143,8850,47,3153,10,33.39,18.4,14.99,3
144,3643,88,1752,10,43.76,15.82,27.94,2
145,9859,29,2520,10,43.83,15.47,28.36,12
146,6752,77,1174,9,54.77,35.23,19.54,3
147,3048,63,4469,2,59.3,36.51,22.79,2
148,7010,31,1240,13,94.83,23.61,71.22,4
149,3893,16,1024,10,52.89,4.01,48.88,6
150,414,65,1327,2,63.16,12.22,50.94,1
151,9250,90,2645,11,11.36,3.34,8.02,14
152,3186,29,1418,6,58.73,23.95,34.78,2
153,9608,59,3170,8,64.98,22.64,42.34,1
154,9842,55,137,12,51.6,21.2,30.4,13
155,6691,87,1541,13,51.71,43.07,8.64,5
156,622,17,374,11,35.22,18.14,17.08,12
157,9040,11,4579,15,43.5,11.35,32.15,10
158,4276,77,4537,15,43.5,13.5,30.0,12
159,1586,42,3904,1,74.77,44.02,30.75,2
160,4541,92,3072,13,30.4,20.66,9.74,12
161,7250,60,499,2,39.0,14.47,24.53,13
162,9334,21,1486,1,41.27,20.71,20.56,13
163,2736,54,2024,14,51.0,14.81,36.19,14
164,8465,38,4932,4,38.09,34.71,3.38,4
165,5768,94,4848,11,87.41,20.29,67.12,14
166,1265,95,1871,1,42.63,38.64,3.99,10
167,9203,81,4467,10,96.34,25.54,70.8,2
168,9715,28,571,11,50.81,7.96,42.85,3
169,9697,96,2432,6,58.28,41.21,17.07,12
170,4974,45,604,7,274.0,34.93,239.07,14
171,2705,14,4154,3,248.0,36.22,211.78,12
172,4879,36,2784,9,72.22,10.5,61.72,5
173,2853,55,679,6,65.14,42.64,22.5,2
174,2399,70,1159,10,36.87,34.38,2.49,14
175,8584,51,4917,1,88.0,21.49,66.51,10
176,216,49,3747,13,50.15,3.74,46.41,2
177,2997,63,832,15,88.3,4.22,84.08,12
178,4681,30,766,5,43.59,2.33,41.26,3
179,5977,85,619,9,23.41,17.0,6.41,11
180,2599,4,4249,3,76.44,0.22,76.22,1
181,6256,59,2407,15,99.83,31.51,68.32,9
182,3487,33,2048,14,98.74,21.51,77.23,11
183,6085,25,549,1,65.59,45.22,20.37,8
184,948,80,1662,5,32.04,16.86,15.18,12
185,8514,47,405,6,16.23,9.87,6.36,2
186,5198,71,4337,7,14.87,12.72,2.15,8
187,5087,63,1641,1,99.77,24.44,75.33,8
188,5152,34,1239,6,59.5,5.69,53.81,12
189,758,37,4941,4,68.24,24.78,43.46,8
190,9664,44,1371,11,48.28,44.5,3.78,3
191,3312,9,4355,13,475.0,26.5,448.5,7
192,1439,100,4759,9,49.91,28.6,21.31,6
193,5020,73,3274,8,88.96,11.62,77.34,1
194,4287,94,1570,1,23.05,13.4,9.65,12
195,8617,74,798,7,32.06,19.19,12.87,8
196,95,32,2214,8,86.11,39.23,46.88,4
197,2214,33,2035,5,27.45,16.52,10.93,3
198,6216,35,3563,12,50.57,23.84,26.73,3
199,7571,34,234,9,31.85,20.2,11.65,9
200,2902,22,2209,13,96.2,48.51,47.69,7
201,8251,81,4182,6,58.57,42.56,16.01,1
202,9129,18,1707,13,43.17,23.79,19.38,6
203,882,32,3240,3,62.63,12.64,49.99,14
204,3229,59,169,13,41.16,30.31,10.85,3
205,46,35,3249,10,31.19,10.79,20.4,11
206,1096,73,3007,15,90.0,23.71,66.29,4
207,5351,71,201,10,76.94,7.22,69.72,9
208,8372,30,4051,6,76.61,1.31,75.3,3
209,2920,7,344,11,87.39,20.77,66.62,1
210,4736,44,3372,7,38.72,29.0,9.72,9
211,8820,69,3667,11,261.0,35.11,225.89,9
212,211,88,4673,7,98.1,14.11,83.99,6
213,9937,71,1479,13,48.12,3.28,44.84,2
214,1898,2,3292,1,22.18,17.1,5.08,6
215,9258,41,1980,4,177.0,47.81,129.19,6
216,1612,27,1995,7,51.58,15.57,36.01,10
217,9501,46,4016,3,74.71,31.95,42.76,4
218,8789,1,1755,6,53.3,12.35,40.95,11
219,3470,23,2025,5,77.56,8.8,68.76,12
220,8591,16,2861,6,71.12,10.73,60.39,13
221,1395,76,4008,14,98.0,0.29,97.71,1
222,8467,74,4517,15,82.58,15.42,67.16,12
223,2442,87,1399,4,37.1,28.56,8.54,9
224,283,50,3702,2,47.26,25.75,21.51,12
225,6201,93,3140,13,79.73,30.33,49.4,12
226,6354,34,2334,12,36.63,10.18,26.45,10
227,5246,23,3082,10,37.48,13.31,24.17,3
228,9454,88,4385,4,36.29,32.62,3.67,13
229,4586,6,1776,2,77.77,24.13,53.64,1
230,1123,18,2293,14,60.2,3.32,56.88,6
231,4135,50,4539,2,28.94,8.08,20.86,4
232,345,63,995,14,70.17,13.42,56.75,14
233,1113,30,4519,6,49.19,30.77,18.42,13
234,8010,10,3581,2,49.25,11.07,38.18,5
235,6984,47,3483,6,41.26,31.36,9.9,14
236,7554,1,1169,15,45.35,15.49,29.86,4
237,9071,58,2918,11,474.0,39.08,434.92,13
238,4706,61,1217,12,14.84,14.07,0.77,12
239,148,70,830,15,150.0,0.47,149.53,11
240,518,78,1892,11,30.42,25.16,5.26,4
241,7871,77,2491,5,30.02,26.82,3.2,9
242,8411,43,3035,10,35.26,21.57,13.69,13
243,5133,83,2011,1,110.0,32.28,77.72,7
244,8074,17,2532,3,91.76,38.23,53.53,10
245,9530,11,1867,12,34.87,8.86,26.01,13
246,2226,61,697,6,24.31,22.56,1.75,1
247,8693,9,167,8,83.6,42.11,41.49,12
248,9486,47,4974,1,80.21,21.44,58.77,12
249,6750,100,3336,2,84.84,32.51,52.33,11
250,3884,85,43,3,97.7,45.82,51.88,3
251,4308,54,1345,8,90.07,3.09,86.98,14
252,1230,23,4227,2,82.06,21.46,60.6,3
253,9689,76,3633,10,49.83,42.22,7.61,13
254,8417,5,1429,13,90.16,47.86,42.3,12
255,3346,61,3095,6,69.64,14.96,54.68,5
256,8567,54,2503,3,67.59,21.26,46.33,5
257,2988,54,1290,2,21.68,19.39,2.29,9
258,5297,69,13,7,18.41,11.38,7.03,11
259,7988,24,1015,4,201.0,15.77,185.23,3
260,706,2,609,5,87.14,1.68,85.46,12
261,650,42,4852,9,54.65,3.57,51.08,4
262,9541,57,3393,14,83.68,34.63,49.05,4
263,1139,72,4249,5,75.0,24.01,50.99,6
264,5071,27,2653,14,41.54,11.88,29.66,13
265,3182,37,3743,15,67.11,38.19,28.92,6
266,6900,70,1728,11,44.28,10.36,33.92,13
267,8630,83,681,7,70.91,25.19,45.72,1
268,1472,31,1955,2,72.4,42.24,30.16,5
269,4140,28,1995,7,73.59,3.23,70.36,2
270,3616,77,2842,15,52.15,16.53,35.62,1
271,9378,97,1418,9,76.63,13.91,62.72,12
272,2592,38,4586,9,65.14,48.12,17.02,11
273,6143,33,366,12,16.05,11.64,4.41,3
274,7644,79,2334,9,85.01,41.13,43.88,7
275,9767,67,1742,4,69.16,23.78,45.38,5
276,9072,37,2111,9,238.0,44.64,193.36,7
277,657,31,3255,9,48.91,27.79,21.12,8
278,3739,73,1696,1,45.39,8.03,37.36,13
279,2139,22,138,12,49.09,10.55,38.54,14
280,8926,79,316,12,93.11,28.43,64.68,5
281,8937,28,481,10,324.0,40.12,283.88,10
282,5192,75,4805,7,78.86,38.05,40.81,8
283,8052,76,2181,7,53.44,38.23,15.21,8
284,6322,56,846,9,66.04,2.51,63.53,7
285,3422,5,2507,9,84.2,7.13,77.07,8
286,2397,79,1269,10,53.69,20.6,33.09,1
287,782,66,1576,10,33.93,22.17,11.76,13
288,5125,55,3287,14,31.99,20.67,11.32,11
289,1993,74,867,10,81.11,33.71,47.4,11
290,5457,18,2755,7,73.33,22.8,50.53,8
291,8332,89,1288,10,60.21,38.15,22.06,13
292,431,98,4331,1,33.62,32.24,1.38,5
293,9912,68,4410,15,39.03,38.56,0.47,14
294,1155,19,4626,11,69.95,7.7,62.25,10
295,6219,29,3129,10,47.83,26.62,21.21,7
296,5133,29,2714,1,65.83,30.31,35.52,13
297,8159,37,2098,1,26.54,10.24,16.3,6
298,6717,42,118,1,71.92,16.72,55.2,6
299,1522,36,3357,3,294.0,38.78,255.22,10
300,3117,11,3443,1,81.05,4.77,76.28,12
301,8585,74,4115,7,52.97,6.25,46.72,6
302,7574,58,1910,1,72.0,8.71,63.29,11
303,1733,52,1281,11,43.11,39.42,3.69,6
304,2535,53,4097,11,65.39,38.02,27.37,13
305,7355,79,157,6,111.0,46.9,64.1,7
306,7304,68,963,14,43.14,42.02,1.12,2
307,8071,34,2295,2,49.63,18.06,31.57,11
308,5033,74,1933,13,38.84,10.58,28.26,13
309,8297,36,2984,11,23.45,22.97,0.48,1
310,3450,90,4096,8,54.03,35.72,18.31,4
311,9711,68,3535,6,401.0,40.38,360.62,9
312,7055,92,2423,2,93.88,44.85,49.03,3
313,2017,64,3895,15,28.66,5.14,23.52,13
314,4875,22,966,9,73.84,11.22,62.62,12
315,6227,65,2145,7,81.45,33.16,48.29,3
316,6269,21,4201,10,52.68,46.94,5.74,14
317,3572,40,1058,3,43.5,18.04,25.46,14
318,6619,31,2409,6,28.38,25.13,3.25,13
319,7345,84,973,11,41.73,26.14,15.59,2
320,4826,25,3593,12,58.39,18.3,40.09,11
321,917,67,81,6,64.47,42.66,21.81,7
322,6198,35,1612,8,74.76,8.09,66.67,1
323,2541,30,2931,10,13.14,12.29,0.85,14
324,4442,64,2251,15,57.82,1.71,56.11,2
325,6186,21,3590,13,86.87,33.35,53.52,9
326,5536,44,1117,5,85.37,41.63,43.74,3
327,6132,1,798,10,63.82,47.55,16.27,7
328,3079,94,3440,2,82.67,34.5,48.17,4
329,4447,97,1315,8,60.86,40.08,20.78,2
330,6695,90,3621,14,13.5,0.56,12.94,2
331,9630,74,82,1,88.02,22.41,65.61,9
332,3308,54,3454,8,60.28,12.53,47.75,3
333,5690,67,2419,6,80.47,49.8,30.67,12
334,4793,19,3144,2,54.28,28.02,26.26,7
335,6145,19,590,11,28.2,26.88,1.32,1
336,6847,40,4677,11,68.85,32.54,36.31,11
337,1736,83,4124,4,30.59,11.25,19.34,6
338,6291,45,2894,13,57.5,45.7,11.8,4
339,242,31,2644,12,34.24,21.5,12.74,10
340,4170,98,2443,3,18.46,15.37,3.09,8
341,5509,37,4617,11,70.01,4.41,65.6,4
342,5858,72,4915,12,200.0,31.27,168.73,7
343,4021,70,2053,3,50.61,36.61,14.0,2
344,8086,66,2500,8,46.27,16.68,29.59,14
345,9930,46,1181,2,83.77,7.16,76.61,1
346,138,27,4880,3,57.52,49.5,8.02,4
347,4182,54,577,5,38.03,24.66,13.37,5
348,9940,67,4305,2,96.99,16.81,80.18,11
349,1745,49,4842,5,35.12,5.0,30.12,1
350,8879,53,3430,1,69.76,20.64,49.12,11
351,208,47,2123,1,32.13,4.0,28.13,5
352,3337,21,211,14,86.57,46.36,40.21,2
353,4260,91,1442,5,15.35,15.31,0.04,2
354,9189,54,4684,4,91.33,29.53,61.8,13
355,3513,87,883,6,58.4,44.79,13.61,6
356,8533,72,3523,13,95.35,3.57,91.78,11
357,7107,8,3324,7,49.99,48.21,1.78,9
358,5968,81,397,11,97.15,16.0,81.15,14
359,8865,99,2981,8,59.21,42.57,16.64,7
360,7936,13,2994,4,24.22,15.37,8.85,6
361,2723,54,544,5,15.61,10.83,4.78,11
362,5912,65,3433,15,46.9,16.41,30.49,14
363,6095,22,342,4,98.0,4.13,93.87,8
364,8465,48,2599,10,71.6,5.47,66.13,9
365,1683,36,2133,15,99.26,14.01,85.25,10
366,9340,88,229,12,73.0,32.03,40.97,4
367,4523,69,4086,1,21.83,15.79,6.04,13
368,6939,58,42,15,31.57,18.95,12.62,11
369,6777,33,1527,12,337.0,42.39,294.61,10
370,1105,95,4241,15,50.39,24.89,25.5,6
371,1705,42,3784,6,69.39,47.71,21.68,10
372,6070,55,4284,13,31.38,10.02,21.36,12
373,4491,23,430,1,28.05,13.72,14.33,5
374,5432,8,2286,10,90.96,6.17,84.79,13
375,7026,49,3598,9,290.0,18.49,271.51,14
376,247,28,3551,4,70.41,28.34,42.07,1
377,9082,52,4808,10,11.97,7.9,4.07,4
378,3128,82,2129,14,454.0,5.33,448.67,8
379,46,25,2273,11,292.0,37.99,254.01,6
380,1292,82,2961,3,56.97,14.5,42.47,6
381,7015,31,704,11,26.91,12.4,14.51,7
382,5070,42,1616,13,26.0,18.71,7.29,5
383,6126,9,1278,15,36.22,14.7,21.52,14
384,7879,55,3864,13,58.46,4.47,53.99,4
385,6249,27,2544,5,74.22,7.54,66.68,11
386,9055,48,1519,3,82.45,10.72,71.73,2
387,4326,57,2852,1,31.52,5.74,25.78,11
388,4054,50,4402,7,50.48,5.68,44.8,6
389,9350,41,3081,5,38.46,17.75,20.71,10
390,6104,89,1543,15,281.0,15.6,265.4,9
391,2310,4,4865,2,93.54,30.46,63.08,5
392,7069,14,307,8,22.31,15.36,6.95,10
393,6302,61,2819,11,51.58,10.87,40.71,5
394,4258,57,3692,14,29.38,21.85,7.53,10
395,8281,90,2244,12,65.49,15.17,50.32,3
396,9392,70,2483,15,24.56,12.54,12.02,6
397,2024,40,1839,10,28.2,21.65,6.55,13
398,7700,89,3297,6,54.57,3.7,50.87,5
399,6502,62,780,15,38.74,18.78,19.96,2
400,880,88,4331,4,76.22,4.27,71.95,2
401,3779,100,3385,7,37.2,31.82,5.38,10
402,742,18,1481,9,42.97,23.13,19.84,1
403,3379,63,2991,14,45.29,10.45,34.84,9
404,6065,40,4004,9,18.09,8.31,9.78,12
405,5182,33,4515,2,63.1,21.67,41.43,8
406,7422,45,3980,4,42.52,6.12,36.4,3
407,8681,93,2486,3,35.67,25.58,10.09,5
408,6197,18,4964,13,59.87,49.59,10.28,9
409,50,72,3988,15,26.13,24.65,1.48,7
410,395,91,2124,2,23.57,22.32,1.25,5
411,2418,84,45,12,23.41,20.73,2.68,11
412,3704,55,2013,4,29.48,9.59,19.89,9
413,6988,74,1023,5,85.95,39.2,46.75,9
414,4012,81,4139,9,47.22,40.19,7.03,14
415,8687,28,4777,7,23.58,14.06,9.52,2
416,7112,50,3187,5,29.2,19.16,10.04,11
417,105,23,2959,6,51.67,25.36,26.31,3
418,7227,49,130,9,87.65,20.68,66.97,2
419,5126,58,3314,7,20.82,6.55,14.27,12
420,5648,7,3505,5,41.97,35.54,6.43,6
421,6217,85,2192,14,34.74,16.2,18.54,8
422,3979,8,4559,5,75.33,13.71,61.62,1
423,7671,47,471,10,56.05,13.95,42.1,10
424,5137,19,3961,1,50.34,24.69,25.65,14
425,4117,36,920,5,399.0,47.66,351.34,14
426,7786,96,3531,1,22.81,13.3,9.51,4
427,3663,12,4719,15,43.72,25.7,18.02,1
428,3038,70,1277,5,35.47,28.26,7.21,14
429,3373,83,84,5,69.68,27.54,42.14,9
430,7268,18,3663,10,66.49,26.22,40.27,7
431,8038,68,4869,8,76.1,11.63,64.47,1
432,2226,2,2198,9,499.0,13.82,485.18,7
433,7994,70,1007,3,46.22,17.67,28.55,14
434,4054,97,4547,12,72.27,34.69,37.58,4
435,658,50,3557,12,23.79,15.0,8.79,8
436,5391,60,1048,15,89.37,44.67,44.7,6
437,801,75,3325,13,81.24,45.91,35.33,11
438,6955,63,3579,1,52.9,10.43,42.47,2
439,4206,61,1018,6,417.0,17.7,399.3,1
440,8757,89,1743,11,39.27,33.87,5.4,4
441,1880,39,3077,12,49.19,27.13,22.06,4
442,6678,73,4749,7,78.75,49.83,28.92,6
443,8837,10,1610,15,33.43,22.42,11.01,11
444,6444,100,2586,6,94.34,46.45,47.89,6
445,4499,35,323,5,301.0,45.73,255.27,11
446,5004,62,2682,9,15.87,5.55,10.32,2
447,2759,84,2728,12,45.93,13.87,32.06,1
448,1727,39,3746,6,99.72,17.58,82.14,9
449,6407,15,4989,2,63.64,40.77,22.87,3
450,2668,88,4263,9,33.67,30.76,2.91,1
451,1565,92,664,9,21.52,12.11,9.41,1
452,3815,81,4830,7,81.16,15.91,65.25,8
453,3743,39,2901,13,34.96,19.79,15.17,11
454,9805,46,2369,9,18.74,14.95,3.79,7
455,5785,14,2,1,79.51,3.13,76.38,7
456,4817,5,3102,14,40.09,32.11,7.98,10
457,2844,80,125,15,47.52,12.85,34.67,11
458,9860,51,1531,11,100.0,12.84,87.16,10
459,8935,19,1981,3,76.46,42.01,34.45,1
460,941,33,3090,2,32.6,19.29,13.31,6
461,8038,18,273,13,47.25,20.99,26.26,2
462,3073,76,3860,9,89.83,2.63,87.2,8
463,3775,53,1284,10,94.77,28.59,66.18,6
464,5060,15,2677,12,56.95,48.68,8.27,6
465,9729,29,3069,11,65.41,6.53,58.88,11
466,6677,18,1090,7,50.72,19.77,30.95,2
467,6748,47,4406,12,45.35,33.33,12.02,2
468,5316,61,3651,3,89.12,7.05,82.07,8
469,3770,10,2367,6,98.19,25.57,72.62,4
470,9025,67,564,8,50.8,7.24,43.56,10
471,9509,46,4134,14,69.15,24.11,45.04,8
472,4714,96,2916,7,45.26,10.3,34.96,1
473,7376,41,2910,5,37.26,19.49,17.77,4
474,5420,33,2336,1,335.0,23.97,311.03,8
475,4746,3,2474,3,71.0,15.95,55.05,2
476,620,58,379,9,16.54,7.51,9.03,6
477,1359,97,3489,7,38.8,37.06,1.74,4
478,4642,38,4274,8,79.2,2.03,77.17,2
479,8475,35,1760,9,175.0,34.44,140.56,1
480,3921,9,4855,6,12.0,11.22,0.78,8
481,6855,47,4564,5,80.28,33.79,46.49,6
482,6870,95,180,6,452.0,19.47,432.53,8
483,6593,78,2180,7,63.31,30.17,33.14,4
484,6943,9,2204,5,67.11,41.03,26.08,9
485,8236,43,1573,6,45.52,12.75,32.77,7
486,995,20,2648,12,56.04,9.48,46.56,14
487,7359,38,503,15,60.09,17.74,42.35,12
488,9089,19,623,12,45.41,33.3,12.11,14
489,2582,89,3172,3,42.5,15.02,27.48,4
490,9380,21,2903,9,99.97,27.32,72.65,2
491,8995,7,3409,2,81.71,11.71,70.0,3
492,4435,68,2284,1,64.75,28.85,35.9,4
493,6807,69,369,13,93.94,45.32,48.62,7
494,2782,38,2492,8,45.16,24.21,20.95,7
495,8790,13,4342,8,84.87,26.89,57.98,10
496,5307,63,1246,3,55.03,26.91,28.12,8
497,3516,79,2687,12,53.77,42.32,11.45,14
498,1238,43,1977,5,30.12,18.33,11.79,7
499,4851,51,4781,3,94.21,9.27,84.94,7
500,4228,58,2377,1,38.91,33.09,5.82,13
501,2892,29,2637,1,22.83,18.02,4.81,11
502,2308,7,4822,4,67.38,19.94,47.44,6
503,7923,48,2749,2,21.75,5.33,16.42,3
504,4761,68,4998,11,47.01,28.14,18.87,3
505,6509,82,956,15,77.5,43.48,34.02,7
506,915,3,2857,9,40.42,20.7,19.72,2
507,550,3,1930,4,79.54,48.21,31.33,14
508,6188,42,2364,6,56.71,7.18,49.53,6
509,9638,68,524,11,57.38,19.41,37.97,12
510,7298,3,3390,11,57.39,29.67,27.72,9
511,8894,7,965,14,35.64,24.15,11.49,4
512,5938,33,3335,6,62.49,25.86,36.63,8
513,2543,19,1961,9,37.33,36.5,0.83,11
514,1148,52,1388,14,56.23,0.1,56.13,5
515,3908,60,4297,3,67.24,46.79,20.45,4
516,3565,27,3496,14,43.22,23.87,19.35,7
517,2340,10,4859,9,472.0,37.54,434.46,9
518,5553,77,2265,11,80.64,33.76,46.88,1
519,5998,14,33,2,14.83,12.0,2.83,14
520,5285,74,1488,10,42.59,32.02,10.57,5
521,8855,31,3355,6,42.56,13.9,28.66,5
522,6702,16,2858,1,63.12,31.63,31.49,3
523,104,68,3399,9,42.67,33.79,8.88,5
524,1811,69,4834,10,42.66,24.82,17.84,4
525,8724,26,4520,5,70.49,30.2,40.29,12
526,3583,21,1682,11,209.0,9.3,199.7,5
527,462,45,2254,14,43.24,18.26,24.98,14
528,954,7,1603,9,67.16,33.49,33.67,8
529,944,34,3448,8,86.23,8.56,77.67,12
530,9967,77,791,9,37.34,20.0,17.34,14
531,9979,92,2056,9,32.72,7.53,25.19,1
532,1524,34,1615,2,40.82,18.17,22.65,12
533,1995,97,3611,9,69.96,27.81,42.15,12
534,5768,33,3707,2,82.0,9.37,72.63,11
535,3339,86,1116,7,68.72,2.71,66.01,1
536,4342,69,579,15,76.44,8.51,67.93,9
537,4356,42,3995,12,26.83,11.62,15.21,4
538,813,7,749,15,47.24,43.68,3.56,12
539,93,2,4919,12,36.51,12.7,23.81,10
540,4929,6,4002,15,41.39,39.81,1.58,1
541,4315,77,2920,5,76.14,30.24,45.9,14
542,273,31,675,13,33.59,4.65,28.94,1
543,7892,4,1378,15,40.25,16.45,23.8,8
544,6549,90,4126,8,33.14,2.83,30.31,11
