78,5,12,4,4,2014/12/9
79,1,6,2,6,2016/6/15
80,4,10,4,1,2011/10/4
81,5,9,3,3,2013/9/9
82,6,11,4,3,2013/11/7
83,6,5,2,6,2016/5/18
84,5,7,3,1,2011/7/7
85,2,4,2,5,2015/4/9
86,1,3,1,3,2013/3/10
87,5,2,1,1,2011/2/15
88,5,4,2,6,2016/4/7
89,2,10,4,5,2015/10/13
90,3,7,3,2,2012/7/7
91,3,1,1,2,2012/1/26
92,5,7,3,2,2012/7/11
93,2,5,2,4,2014/5/24
94,7,1,1,1,2011/1/3
95,7,9,3,3,2013/9/9
96,3,8,3,4,2014/8/13
97,4,10,4,4,2014/10/9
98,5,11,4,3,2013/11/26
99,1,6,2,5,2015/6/14
100,3,7,3,1,2011/7/22
101,4,10,4,3,2013/10/13
102,3,2,1,2,2012/2/8
103,4,8,3,6,2016/8/19
104,7,8,3,3,2013/8/23
105,2,1,1,4,2014/1/26
106,6,8,3,4,2014/8/19
107,5,2,1,5,2015/2/25
108,2,3,1,3,2013/3/18
109,3,6,2,4,2014/6/17
110,2,8,3,6,2016/8/4
111,2,6,2,3,2013/6/7
112,1,11,4,6,2016/11/16
113,3,9,3,1,2011/9/21
114,1,2,1,3,2013/2/13
115,7,8,3,4,2014/8/5
116,5,1,1,4,2014/1/14
117,2,5,2,6,2016/5/3
118,1,2,1,4,2014/2/21
119,6,7,3,6,2016/7/21
120,3,7,3,5,2015/7/25
121,7,4,2,1,2011/4/24
122,5,5,2,4,2014/5/19
123,2,10,4,6,2016/10/8
124,7,3,1,2,2012/3/2
125,2,1,1,4,2014/1/19
126,2,8,3,6,2016/8/14
127,7,4,2,1,2011/4/25
128,4,2,1,3,2013/2/19
129,1,2,1,6,2016/2/18
130,1,5,2,6,2016/5/26
131,6,6,2,3,2013/6/20
132,3,2,1,5,2015/2/7
133,7,7,3,4,2014/7/27
134,7,3,1,3,2013/3/21
135,3,6,2,1,2011/6/5
136,7,12,4,4,2014/12/8
137,4,8,3,1,2011/8/26
138,1,7,3,3,2013/7/14
139,7,3,1,2,2012/3/21
140,2,12,4,3,2013/12/6
141,4,9,3,1,2011/9/5
142,1,2,1,5,2015/2/19
143,5,11,4,5,2015/11/22
144,1,3,1,4,2014/3/1
145,1,5,2,4,2014/5/24
146,6,5,2,1,2011/5/10
147,2,7,3,2,2012/7/22
148,6,9,3,6,2016/9/2
149,7,5,2,2,2012/5/18
150,3,6,2,3,2013/6/22
151,6,2,1,6,2016/2/24
152,6,9,3,1,2011/9/11
153,7,6,2,1,2011/6/9
154,6,3,1,6,2016/3/24
155,6,1,1,2,2012/1/15
156,7,1,1,3,2013/1/28
157,1,12,4,2,2012/12/26
158,3,11,4,6,2016/11/27
159,7,5,2,3,2013/5/16
160,6,6,2,4,2014/6/15
161,7,8,3,3,2013/8/10
162,3,5,2,3,2013/5/8
163,2,8,3,2,2012/8/26
164,2,1,1,4,2014/1/21
165,6,2,1,1,2011/2/15
166,7,8,3,5,2015/8/2
167,4,9,3,2,2012/9/10
168,5,3,1,1,2011/3/27
169,7,8,3,3,2013/8/15
170,7,3,1,1,2011/3/11
171,3,3,1,3,2013/3/9
172,3,1,1,5,2015/1/26
173,4,8,3,6,2016/8/7
174,4,11,4,1,2011/11/4
175,2,1,1,4,2014/1/10
176,2,12,4,5,2015/12/1
177,3,12,4,4,2014/12/12
178,1,12,4,6,2016/12/22
179,1,10,4,3,2013/10/9
180,1,12,4,4,2014/12/17
181,7,7,3,3,2013/7/25
182,7,6,2,6,2016/6/21
183,5,8,3,6,2016/8/7
184,3,2,1,1,2011/2/5
185,5,3,1,1,2011/3/7
186,7,1,1,4,2014/1/21
187,5,2,1,1,2011/2/24
188,3,3,1,5,2015/3/14
189,2,1,1,5,2015/1/9
190,1,6,2,2,2012/6/14
191,7,6,2,1,2011/6/12
192,7,9,3,6,2016/9/3
193,7,6,2,4,2014/6/1
194,1,7,3,5,2015/7/19
195,2,11,4,6,2016/11/25
196,4,5,2,6,2016/5/27
197,6,11,4,3,2013/11/14
198,3,5,2,2,2012/5/5
199,5,4,2,5,2015/4/27
200,5,1,1,6,2016/1/13
201,6,12,4,4,2014/12/23
202,6,7,3,2,2012/7/22
203,5,5,2,2,2012/5/14
204,7,12,4,3,2013/12/20
205,6,3,1,3,2013/3/21
206,5,4,2,3,2013/4/8
207,7,2,1,2,2012/2/25
208,3,8,3,1,2011/8/16
209,5,11,4,1,2011/11/10
210,2,12,4,1,2011/12/22
211,1,6,2,6,2016/6/21
212,7,1,1,1,2011/1/24
213,6,4,2,6,2016/4/23
214,5,3,1,4,2014/3/17
215,4,3,1,4,2014/3/24
216,6,10,4,1,2011/10/8
217,2,1,1,2,2012/1/12
218,7,7,3,2,2012/7/18
219,6,2,1,6,2016/2/7
220,6,12,4,4,2014/12/20
221,2,5,2,1,2011/5/24
222,5,3,1,1,2011/3/5
223,2,10,4,3,2013/10/8
224,2,6,2,5,2015/6/2
225,7,2,1,1,2011/2/25
226,2,3,1,4,2014/3/21
227,1,7,3,1,2011/7/17
228,6,4,2,3,2013/4/12
229,7,11,4,6,2016/11/25
230,7,7,3,6,2016/7/14
231,2,9,3,3,2013/9/12
232,6,2,1,4,2014/2/24
233,2,6,2,6,2016/6/19
234,1,12,4,1,2011/12/1
235,7,11,4,3,2013/11/14
236,2,5,2,6,2016/5/13
237,6,8,3,5,2015/8/2
238,2,5,2,1,2011/5/22
239,7,7,3,6,2016/7/4
240,7,9,3,5,2015/9/19
241,6,8,3,6,2016/8/17
242,1,12,4,3,2013/12/3
243,6,11,4,3,2013/11/25
244,6,8,3,1,2011/8/16
245,4,9,3,3,2013/9/18
246,5,1,1,5,2015/1/16
247,7,2,1,1,2011/2/10
248,2,11,4,3,2013/11/24
249,3,3,1,6,2016/3/28
250,5,11,4,4,2014/11/27
251,2,3,1,6,2016/3/7
252,2,12,4,5,2015/12/28
253,4,1,1,5,2015/1/10
254,5,2,1,3,2013/2/13
255,7,8,3,2,2012/8/23
256,7,7,3,4,2014/7/21
257,2,9,3,5,2015/9/16
258,2,4,2,6,2016/4/22
259,2,2,1,1,2011/2/4
260,1,10,4,2,2012/10/10
261,3,6,2,1,2011/6/22
262,7,12,4,2,2012/12/9
263,7,11,4,5,2015/11/14
264,4,12,4,1,2011/12/16
265,4,12,4,4,2014/12/10
266,5,2,1,5,2015/2/18
267,2,2,1,3,2013/2/26
268,7,9,3,2,2012/9/7
269,5,10,4,6,2016/10/28
270,1,11,4,2,2012/11/6
271,2,7,3,4,2014/7/6
272,7,10,4,4,2014/10/7
273,7,5,2,5,2015/5/5
274,3,5,2,2,2012/5/20
275,1,11,4,2,2012/11/8
276,4,11,4,5,2015/11/14
277,5,9,3,1,2011/9/17
278,2,8,3,5,2015/8/27
279,4,6,2,6,2016/6/15
280,7,10,4,2,2012/10/4
281,4,9,3,1,2011/9/6
282,6,10,4,6,2016/10/1
283,3,12,4,4,2014/12/2
284,2,1,1,2,2012/1/22
285,2,2,1,6,2016/2/21
286,3,6,2,6,2016/6/5
287,4,3,1,1,2011/3/22
288,6,7,3,1,2011/7/15
289,2,2,1,6,2016/2/6
290,1,8,3,6,2016/8/25
291,2,12,4,2,2012/12/7
292,1,11,4,3,2013/11/1
293,5,8,3,5,2015/8/10
294,1,9,3,1,2011/9/11
295,1,12,4,5,2015/12/2
296,1,11,4,1,2011/11/9
297,1,12,4,1,2011/12/26
298,5,4,2,6,2016/4/25
299,2,2,1,2,2012/2/25
300,5,2,1,1,2011/2/26
301,7,3,1,4,2014/3/16
302,2,11,4,5,2015/11/9
303,1,12,4,1,2011/12/8
304,5,3,1,1,2011/3/20
305,3,3,1,3,2013/3/25
306,4,8,3,3,2013/8/15
307,4,9,3,5,2015/9/4
308,5,1,1,5,2015/1/26
309,5,11,4,6,2016/11/3
310,6,4,2,5,2015/4/8
311,1,4,2,2,2012/4/9
312,7,8,3,5,2015/8/20
313,4,11,4,6,2016/11/17
314,1,1,1,3,2013/1/6
315,1,6,2,1,2011/6/7
316,6,1,1,5,2015/1/26
317,2,9,3,4,2014/9/27
318,2,5,2,5,2015/5/7
319,3,6,2,4,2014/6/24
320,7,11,4,3,2013/11/12
321,5,6,2,6,2016/6/8
322,4,12,4,3,2013/12/24
323,1,6,2,5,2015/6/12
324,5,8,3,1,2011/8/20
325,4,2,1,2,2012/2/14
326,5,9,3,3,2013/9/25
327,5,10,4,4,2014/10/6
328,3,5,2,6,2016/5/24
329,5,3,1,5,2015/3/6
330,4,10,4,1,2011/10/19
331,2,5,2,2,2012/5/20
332,1,8,3,1,2011/8/4
333,5,8,3,3,2013/8/7
334,3,6,2,3,2013/6/26
335,6,9,3,6,2016/9/11
336,5,3,1,1,2011/3/17
337,4,12,4,3,2013/12/25
338,7,8,3,3,2013/8/17
339,5,4,2,4,2014/4/14
340,3,3,1,4,2014/3/17
341,6,6,2,6,2016/6/8
342,6,5,2,3,2013/5/3
343,5,3,1,1,2011/3/25
344,2,1,1,6,2016/1/6
345,7,8,3,4,2014/8/17
346,7,11,4,4,2014/11/6
347,6,12,4,5,2015/12/15
348,3,3,1,6,2016/3/18
349,3,5,2,2,2012/5/1
350,1,4,2,5,2015/4/28
351,4,2,1,6,2016/2/24
352,1,10,4,3,2013/10/7
353,7,6,2,2,2012/6/27
354,2,10,4,5,2015/10/19
355,2,3,1,5,2015/3/5
356,5,1,1,3,2013/1/9
357,1,10,4,1,2011/10/9
358,7,4,2,2,2012/4/8
359,6,3,1,4,2014/3/22
360,3,10,4,4,2014/10/27
361,7,2,1,1,2011/2/23
362,3,3,1,6,2016/3/25
363,2,12,4,3,2013/12/6
364,6,5,2,2,2012/5/25
365,3,5,2,6,2016/5/10
366,4,1,1,5,2015/1/4
367,3,6,2,6,2016/6/17
368,3,9,3,4,2014/9/2
369,1,11,4,5,2015/11/10
370,2,8,3,3,2013/8/3
371,5,12,4,2,2012/12/13
372,3,1,1,1,2011/1/23
373,2,5,2,2,2012/5/22
374,1,4,2,1,2011/4/12
375,6,11,4,6,2016/11/18
376,5,10,4,2,2012/10/28
377,1,2,1,6,2016/2/21
378,7,3,1,3,2013/3/4
379,6,3,1,2,2012/3/17
380,7,3,1,2,2012/3/19
381,7,11,4,3,2013/11/22
382,7,12,4,3,2013/12/11
383,1,3,1,4,2014/3/21
384,5,1,1,2,2012/1/3
385,4,10,4,4,2014/10/16
386,2,2,1,3,2013/2/19
387,1,2,1,3,2013/2/19
388,2,6,2,3,2013/6/3
389,5,5,2,6,2016/5/4
390,3,11,4,5,2015/11/12
391,4,11,4,2,2012/11/23
392,1,4,2,2,2012/4/25
393,7,8,3,4,2014/8/25
394,2,8,3,1,2011/8/16
395,4,5,2,1,2011/5/17
396,2,12,4,1,2011/12/6
397,5,12,4,5,2015/12/15
398,7,12,4,3,2013/12/25
399,4,1,1,4,2014/1/2
400,4,5,2,2,2012/5/16
401,1,3,1,2,2012/3/10
402,3,12,4,2,2012/12/11
403,1,8,3,1,2011/8/25
404,3,11,4,1,2011/11/25
405,2,8,3,2,2012/8/10
406,3,3,1,5,2015/3/3
407,5,4,2,5,2015/4/2
408,2,6,2,6,2016/6/21
409,2,12,4,4,2014/12/24
410,7,5,2,5,2015/5/14
411,5,5,2,1,2011/5/1
412,6,8,3,5,2015/8/26
413,1,9,3,2,2012/9/6
414,6,2,1,5,2015/2/4
415,3,11,4,3,2013/11/14
416,1,2,1,6,2016/2/20
417,2,4,2,1,2011/4/12
418,1,1,1,2,2012/1/9
419,3,3,1,6,2016/3/25
420,7,3,1,4,2014/3/2
421,2,4,2,6,2016/4/7
422,2,9,3,2,2012/9/27
423,2,12,4,6,2016/12/16
424,3,12,4,6,2016/12/15
425,7,2,1,1,2011/2/27
426,6,9,3,5,2015/9/24
427,6,8,3,5,2015/8/15
428,5,2,1,1,2011/2/14
429,3,11,4,6,2016/11/3
430,4,11,4,5,2015/11/25
431,6,11,4,3,2013/11/21
432,7,5,2,1,2011/5/9
433,3,8,3,3,2013/8/28
434,7,12,4,5,2015/12/9
435,2,4,2,6,2016/4/7
436,3,5,2,3,2013/5/21
437,6,10,4,2,2012/10/25
438,7,12,4,4,2014/12/25
439,2,2,1,6,2016/2/14
440,1,10,4,2,2012/10/3
441,1,8,3,5,2015/8/20
442,5,5,2,6,2016/5/23
443,6,11,4,6,2016/11/8
444,1,3,1,2,2012/3/27
445,1,11,4,3,2013/11/7
446,3,2,1,6,2016/2/5
447,3,10,4,3,2013/10/13
448,4,11,4,6,2016/11/14
449,3,8,3,3,2013/8/4
450,1,3,1,5,2015/3/1
451,7,11,4,5,2015/11/25
452,4,3,1,3,2013/3/22
453,7,11,4,4,2014/11/25
454,7,9,3,4,2014/9/22
455,6,5,2,3,2013/5/23
456,2,4,2,4,2014/4/8
457,2,9,3,1,2011/9/10
458,4,11,4,4,2014/11/7
459,4,6,2,4,2014/6/16
460,4,12,4,4,2014/12/3
461,2,11,4,4,2014/11/1
462,1,5,2,6,2016/5/6
463,7,6,2,4,2014/6/23
464,5,2,1,3,2013/2/8
465,6,4,2,6,2016/4/18
466,4,8,3,5,2015/8/26
467,5,10,4,6,2016/10/3
468,7,5,2,1,2011/5/3
469,5,9,3,3,2013/9/9
470,5,10,4,6,2016/10/17
471,2,8,3,1,2011/8/6
472,3,1,1,6,2016/1/20
473,6,6,2,5,2015/6/10
474,1,5,2,4,2014/5/16
475,3,8,3,4,2014/8/19
476,2,11,4,4,2014/11/10
477,7,4,2,4,2014/4/5
478,7,6,2,2,2012/6/11
479,4,6,2,6,2016/6/18
480,1,11,4,3,2013/11/13
481,2,7,3,6,2016/7/5
482,4,7,3,5,2015/7/6
483,4,6,2,5,2015/6/5
484,5,3,1,2,2012/3/9
485,2,5,2,3,2013/5/3
486,1,6,2,5,2015/6/6
487,4,9,3,3,2013/9/12
488,4,2,1,3,2013/2/5
489,7,6,2,6,2016/6/28
490,7,6,2,1,2011/6/23
491,3,7,3,6,2016/7/20
492,7,5,2,6,2016/5/8
493,5,8,3,6,2016/8/3
494,6,3,1,3,2013/3/12
495,7,6,2,3,2013/6/24
496,2,2,1,3,2013/2/10
497,2,7,3,1,2011/7/5
498,3,10,4,3,2013/10/5
499,3,11,4,5,2015/11/7
500,5,5,2,6,2016/5/1
501,7,10,4,6,2016/10/22
502,4,6,2,1,2011/6/9
503,1,9,3,4,2014/9/27
504,6,7,3,1,2011/7/6
505,4,9,3,4,2014/9/4
506,1,7,3,3,2013/7/10
507,6,3,1,2,2012/3/10
508,7,9,3,6,2016/9/8
509,6,2,1,4,2014/2/24
510,4,1,1,1,2011/1/13
511,2,10,4,5,2015/10/6
512,2,9,3,2,2012/9/8
513,4,7,3,6,2016/7/28
514,6,4,2,2,2012/4/4
515,4,3,1,3,2013/3/23
516,6,9,3,2,2012/9/19
517,4,9,3,6,2016/9/16
518,5,7,3,6,2016/7/26
519,1,2,1,5,2015/2/16
520,3,9,3,1,2011/9/17
521,4,4,2,5,2015/4/1
522,2,4,2,1,2011/4/14
523,4,5,2,4,2014/5/8
524,5,10,4,6,2016/10/13
525,6,5,2,6,2016/5/8
526,7,2,1,5,2015/2/18
527,6,11,4,2,2012/11/3
528,5,3,1,2,2012/3/20
529,1,11,4,1,2011/11/24
530,3,8,3,3,2013/8/24
531,6,11,4,5,2015/11/18
532,5,8,3,5,2015/8/18
533,6,3,1,3,2013/3/2
534,5,12,4,6,2016/12/24
535,6,11,4,2,2012/11/28
536,3,3,1,3,2013/3/21
537,7,9,3,3,2013/9/13
538,7,9,3,3,2013/9/27
539,7,8,3,2,2012/8/1
540,6,7,3,6,2016/7/11
541,5,9,3,1,2011/9/25
542,1,2,1,4,2014/2/8
543,1,8,3,3,2013/8/23
544,6,12,4,2,2012/12/22
545,2,3,1,6,2016/3/8
546,1,2,1,2,2012/2/6
547,6,3,1,3,2013/3/21
548,6,9,3,6,2016/9/28
549,3,11,4,6,2016/11/21
550,6,7,3,6,2016/7/15
551,3,12,4,1,2011/12/14
552,6,1,1,3,2013/1/4
553,2,2,1,4,2014/2/13
554,4,5,2,2,2012/5/14
555,5,1,1,6,2016/1/12
556,7,4,2,3,2013/4/1
557,4,8,3,2,2012/8/14
558,4,2,1,5,2015/2/24
559,6,3,1,1,2011/3/22
560,5,1,1,6,2016/1/8
561,1,5,2,6,2016/5/12
562,6,11,4,1,2011/11/16
563,3,2,1,5,2015/2/9
564,7,7,3,5,2015/7/11
565,7,6,2,3,2013/6/17
566,2,6,2,3,2013/6/21
567,3,3,1,1,2011/3/11
568,3,5,2,5,2015/5/14
569,5,10,4,5,2015/10/9
570,3,9,3,5,2015/9/3
571,4,4,2,3,2013/4/15
572,6,10,4,5,2015/10/7
573,5,5,2,5,2015/5/20
574,3,7,3,5,2015/7/14
575,7,8,3,3,2013/8/16
576,6,5,2,4,2014/5/14
577,2,8,3,4,2014/8/10
578,5,12,4,3,2013/12/5
579,6,8,3,5,2015/8/13
580,7,5,2,2,2012/5/5
581,4,12,4,2,2012/12/28
582,5,11,4,3,2013/11/12
583,7,10,4,6,2016/10/21
584,6,6,2,6,2016/6/9
585,2,7,3,4,2014/7/14
586,7,12,4,6,2016/12/10
587,2,10,4,1,2011/10/15
588,6,9,3,6,2016/9/28
589,1,11,4,1,2011/11/3
590,2,4,2,4,2014/4/17
591,5,3,1,3,2013/3/23
592,6,5,2,3,2013/5/4
593,2,8,3,2,2012/8/24
594,1,11,4,4,2014/11/13
595,4,1,1,4,2014/1/20
596,7,5,2,3,2013/5/23
597,2,9,3,2,2012/9/8
598,6,6,2,6,2016/6/5
599,5,3,1,5,2015/3/19
600,2,10,4,4,2014/10/15
601,4,10,4,2,2012/10/2
602,2,4,2,6,2016/4/3
603,4,9,3,4,2014/9/22
604,6,2,1,3,2013/2/1
605,3,10,4,3,2013/10/24
606,4,10,4,5,2015/10/12
607,6,8,3,2,2012/8/22
608,1,6,2,1,2011/6/7
609,6,3,1,6,2016/3/17
610,2,6,2,1,2011/6/15
611,6,10,4,4,2014/10/4
612,4,7,3,3,2013/7/1
613,7,10,4,3,2013/10/17
614,3,9,3,5,2015/9/8
615,4,2,1,1,2011/2/28
616,5,9,3,4,2014/9/2
617,4,7,3,4,2014/7/12
618,5,1,1,2,2012/1/20
619,6,1,1,5,2015/1/11
620,3,7,3,5,2015/7/12
621,5,3,1,6,2016/3/12
622,3,9,3,3,2013/9/1
623,6,6,2,6,2016/6/22
624,2,12,4,5,2015/12/15
625,4,4,2,4,2014/4/7
626,6,12,4,5,2015/12/12
627,4,10,4,5,2015/10/28
628,3,2,1,5,2015/2/28
629,3,3,1,6,2016/3/8
630,2,10,4,5,2015/10/5
631,4,2,1,1,2011/2/21
632,7,2,1,4,2014/2/8
633,3,8,3,2,2012/8/11
634,6,7,3,6,2016/7/28
635,1,1,1,5,2015/1/17
636,2,4,2,3,2013/4/21
637,5,6,2,1,2011/6/16
638,1,6,2,6,2016/6/26
639,6,3,1,5,2015/3/9
640,3,4,2,3,2013/4/27
641,1,2,1,6,2016/2/6
642,3,1,1,6,2016/1/10
643,3,2,1,3,2013/2/26
644,1,11,4,6,2016/11/14
645,6,10,4,3,2013/10/17
646,6,3,1,5,2015/3/12
647,2,7,3,6,2016/7/15
648,4,4,2,4,2014/4/19
649,2,8,3,6,2016/8/9
650,2,10,4,3,2013/10/7
651,4,3,1,6,2016/3/3
652,2,12,4,6,2016/12/26
653,1,5,2,2,2012/5/12
654,7,6,2,4,2014/6/2
655,3,10,4,3,2013/10/1
656,7,11,4,3,2013/11/16
657,7,9,3,4,2014/9/7
658,5,9,3,6,2016/9/18
659,1,8,3,1,2011/8/23
660,6,11,4,1,2011/11/1
661,4,11,4,5,2015/11/7
662,6,6,2,2,2012/6/4
663,5,1,1,2,2012/1/11
664,5,10,4,6,2016/10/28
665,3,10,4,4,2014/10/23
666,6,9,3,1,2011/9/16
667,1,8,3,6,2016/8/28
668,4,10,4,1,2011/10/19
669,7,11,4,4,2014/11/25
670,3,8,3,1,2011/8/25
671,4,11,4,1,2011/11/23
672,3,10,4,6,2016/10/24
673,5,1,1,6,2016/1/2
674,2,7,3,1,2011/7/14
675,4,4,2,1,2011/4/24
676,6,2,1,6,2016/2/4
677,6,8,3,3,2013/8/25
678,1,9,3,6,2016/9/18
679,3,3,1,5,2015/3/21
680,6,12,4,4,2014/12/11
681,1,12,4,2,2012/12/18
682,2,5,2,3,2013/5/13
683,3,1,1,1,2011/1/3
684,5,2,1,1,2011/2/24
685,7,9,3,5,2015/9/10
686,5,2,1,6,2016/2/5
687,6,4,2,4,2014/4/12
688,6,9,3,1,2011/9/22
689,5,12,4,2,2012/12/22
690,4,6,2,3,2013/6/1
691,1,8,3,2,2012/8/21
692,7,11,4,5,2015/11/6
693,3,5,2,5,2015/5/2
694,4,1,1,2,2012/1/25
695,4,9,3,2,2012/9/19
696,1,3,1,3,2013/3/23
697,3,8,3,3,2013/8/1
698,3,8,3,3,2013/8/15
699,3,5,2,4,2014/5/25
700,3,6,2,5,2015/6/16
701,6,3,1,6,2016/3/21
702,5,8,3,3,2013/8/8
703,4,5,2,2,2012/5/7
704,5,3,1,5,2015/3/10
705,3,7,3,5,2015/7/5
706,4,8,3,6,2016/8/17
707,2,9,3,6,2016/9/22
708,7,5,2,6,2016/5/5
709,7,3,1,5,2015/3/13
710,1,4,2,3,2013/4/26
711,2,3,1,5,2015/3/9
712,4,2,1,6,2016/2/15
713,5,5,2,3,2013/5/22
714,5,10,4,6,2016/10/6
715,1,1,1,3,2013/1/13
716,4,2,1,4,2014/2/22
717,4,10,4,4,2014/10/24
718,2,10,4,1,2011/10/16
719,2,10,4,6,2016/10/5
720,3,8,3,6,2016/8/27
721,6,1,1,6,2016/1/28
722,6,11,4,5,2015/11/24
723,1,6,2,2,2012/6/26
724,2,10,4,2,2012/10/17
725,7,1,1,4,2014/1/26
726,7,12,4,4,2014/12/10
727,7,7,3,6,2016/7/11
728,1,1,1,2,2012/1/21
729,2,10,4,3,2013/10/22
730,7,9,3,5,2015/9/25
731,1,3,1,4,2014/3/14
732,3,11,4,2,2012/11/22
733,3,9,3,5,2015/9/23
734,7,2,1,6,2016/2/19
735,4,12,4,5,2015/12/4
736,6,4,2,2,2012/4/18
737,1,12,4,3,2013/12/4
738,3,2,1,4,2014/2/7
739,1,9,3,3,2013/9/26
740,7,5,2,3,2013/5/20
741,5,2,1,1,2011/2/7
742,5,12,4,5,2015/12/25
743,5,12,4,6,2016/12/8
744,3,6,2,6,2016/6/25
745,1,9,3,2,2012/9/22
746,7,12,4,5,2015/12/11
747,4,4,2,4,2014/4/23
748,2,12,4,1,2011/12/18
749,4,1,1,1,2011/1/9
750,4,1,1,2,2012/1/13
751,1,11,4,4,2014/11/26
752,4,6,2,4,2014/6/13
753,3,5,2,6,2016/5/28
754,1,5,2,6,2016/5/28
755,6,1,1,5,2015/1/5
756,4,7,3,2,2012/7/7
757,5,2,1,1,2011/2/1
758,3,4,2,2,2012/4/15
759,5,10,4,5,2015/10/16
760,1,12,4,1,2011/12/20
761,6,9,3,2,2012/9/1
762,6,2,1,2,2012/2/11
763,4,6,2,3,2013/6/18
764,7,2,1,3,2013/2/28
765,7,3,1,5,2015/3/14
766,1,1,1,6,2016/1/3
767,6,4,2,3,2013/4/10
768,6,2,1,5,2015/2/12
769,4,3,1,5,2015/3/21
770,3,8,3,2,2012/8/10
771,5,1,1,3,2013/1/24
772,3,6,2,5,2015/6/15
773,4,10,4,5,2015/10/11
774,3,2,1,6,2016/2/5
775,4,4,2,6,2016/4/26
776,5,11,4,5,2015/11/19
777,5,8,3,2,2012/8/26
778,2,10,4,3,2013/10/9
779,1,2,1,3,2013/2/2
780,4,7,3,5,2015/7/16
781,6,11,4,4,2014/11/3
782,3,10,4,5,2015/10/26
783,1,3,1,5,2015/3/22
784,7,1,1,6,2016/1/22
785,6,8,3,6,2016/8/24
786,1,12,4,2,2012/12/17
787,7,6,2,5,2015/6/21
788,7,10,4,5,2015/10/5
789,3,3,1,2,2012/3/20
790,7,9,3,2,2012/9/26
791,1,6,2,1,2011/6/20
792,3,6,2,1,2011/6/14
793,5,10,4,2,2012/10/6
794,7,3,1,2,2012/3/18
795,5,10,4,6,2016/10/26
796,1,5,2,3,2013/5/23
797,1,12,4,5,2015/12/9
798,3,1,1,1,2011/1/15
799,7,2,1,2,2012/2/26
800,2,8,3,2,2012/8/3
801,1,2,1,2,2012/2/23
802,5,3,1,3,2013/3/8
803,7,1,1,6,2016/1/21
804,6,9,3,3,2013/9/22
805,4,12,4,4,2014/12/24
806,3,10,4,1,2011/10/16
807,2,5,2,2,2012/5/4
808,5,2,1,4,2014/2/23
809,6,9,3,5,2015/9/1
810,2,8,3,4,2014/8/11
811,3,1,1,5,2015/1/8
812,5,9,3,1,2011/9/25
813,5,2,1,1,2011/2/24
814,7,3,1,4,2014/3/21
815,2,5,2,1,2011/5/28
816,7,9,3,2,2012/9/3
817,6,6,2,1,2011/6/6
818,5,2,1,2,2012/2/9
819,2,3,1,3,2013/3/22
820,7,2,1,4,2014/2/6
821,7,10,4,4,2014/10/15
822,4,1,1,6,2016/1/22
823,7,10,4,3,2013/10/12
